species1,species2,Trait Difference,Trait CI1,Trait CI2
Leontopithecus_chrysomelas,Varecia_variegata,0.053,[0.04-0.22],[0.09-0.26]
Leontopithecus_rosalia,Varecia_variegata,0.115,[0.02-0.11],[0.09-0.26]
Macaca_fascicularis,Varecia_variegata,0.171,[0.00-0.05],[0.09-0.26]
Macaca_fuscata,Varecia_variegata,0.148,[0.00-0.09],[0.09-0.26]
Macaca_nigra,Varecia_variegata,0.143,[0.00-0.10],[0.09-0.26]
Macaca_silenus,Varecia_variegata,0.142,[0.00-0.08],[0.09-0.26]
Mandrillus_sphinx,Varecia_variegata,0.127,[0.00-0.12],[0.09-0.26]
Mico_argentatus,Varecia_variegata,0.171,[0.00-0.09],[0.09-0.26]
Microcebus_murinus,Varecia_variegata,0.075,[0.14-0.36],[0.09-0.26]
Nycticebus_coucang,Varecia_variegata,0.088,[0.01-0.22],[0.09-0.26]
Nycticebus_pygmaeus,Varecia_variegata,0.053,[0.12-0.35],[0.09-0.26]
Pan_troglodytes,Varecia_variegata,0.161,[0.00-0.04],[0.09-0.26]
Papio_hamadryas,Varecia_variegata,0.161,[0.00-0.04],[0.09-0.26]
Propithecus_coquereli,Varecia_variegata,0.091,[0.01-0.21],[0.09-0.26]
Saguinus_bicolor,Varecia_variegata,0.131,[0.00-0.15],[0.09-0.26]
Saguinus_imperator,Varecia_variegata,0.171,[0.00-0.05],[0.09-0.26]
Saguinus_midas,Varecia_variegata,0.171,[0.00-0.08],[0.09-0.26]
Saguinus_oedipus,Varecia_variegata,0.096,[0.04-0.12],[0.09-0.26]
Saimiri_sciureus,Varecia_variegata,0.119,[0.02-0.10],[0.09-0.26]
Sapajus_apella,Varecia_variegata,0.171,[0.00-0.07],[0.09-0.26]
Theropithecus_gelada,Varecia_variegata,0.152,[0.00-0.07],[0.09-0.26]
Trachypithecus_auratus,Varecia_variegata,0.134,[0.00-0.14],[0.09-0.26]
Trachypithecus_cristatus,Varecia_variegata,0.171,[0.00-0.07],[0.09-0.26]
Trachypithecus_francoisi,Varecia_variegata,0.071,[0.02-0.22],[0.09-0.26]
Varecia_rubra,Varecia_variegata,0.035,[0.06-0.23],[0.09-0.26]
Varecia_variegata,Varecia_variegata,0,[0.09-0.26],[0.09-0.26]
