species1,species2,Trait Difference,Trait CI1,Trait CI2
Gorilla_gorilla,Varecia_variegata,0.002,[0.12-0.31],[0.13-0.31]
Hylobates_lar,Varecia_variegata,0.051,[0.07-0.28],[0.13-0.31]
Lemur_catta,Varecia_variegata,0.055,[0.11-0.20],[0.13-0.31]
Leontopithecus_chrysomelas,Varecia_variegata,0.093,[0.04-0.22],[0.13-0.31]
Leontopithecus_rosalia,Varecia_variegata,0.088,[0.06-0.20],[0.13-0.31]
Macaca_fascicularis,Varecia_variegata,0.156,[0.00-0.14],[0.13-0.31]
Macaca_fuscata,Varecia_variegata,0.118,[0.02-0.19],[0.13-0.31]
Macaca_nigra,Varecia_variegata,0.183,[0.00-0.10],[0.13-0.31]
Macaca_silenus,Varecia_variegata,0.122,[0.03-0.16],[0.13-0.31]
Mandrillus_sphinx,Varecia_variegata,0.122,[0.02-0.18],[0.13-0.31]
Mico_argentatus,Varecia_variegata,0.161,[0.00-0.18],[0.13-0.31]
Microcebus_murinus,Varecia_variegata,0.035,[0.14-0.36],[0.13-0.31]
Nycticebus_coucang,Varecia_variegata,0.127,[0.01-0.22],[0.13-0.31]
Nycticebus_pygmaeus,Varecia_variegata,0.055,[0.15-0.39],[0.13-0.31]
Pan_troglodytes,Varecia_variegata,0.042,[0.10-0.25],[0.13-0.31]
Papio_hamadryas,Varecia_variegata,0.162,[0.01-0.10],[0.13-0.31]
Propithecus_coquereli,Varecia_variegata,0.051,[0.04-0.32],[0.13-0.31]
Saguinus_bicolor,Varecia_variegata,0.171,[0.00-0.15],[0.13-0.31]
Saguinus_imperator,Varecia_variegata,0.211,[0.00-0.05],[0.13-0.31]
Saguinus_midas,Varecia_variegata,0.211,[0.00-0.08],[0.13-0.31]
Saguinus_oedipus,Varecia_variegata,0.039,[0.11-0.24],[0.13-0.31]
Saimiri_sciureus,Varecia_variegata,0.133,[0.04-0.13],[0.13-0.31]
Sapajus_apella,Varecia_variegata,0.095,[0.02-0.25],[0.13-0.31]
Theropithecus_gelada,Varecia_variegata,0.191,[0.00-0.07],[0.13-0.31]
Trachypithecus_auratus,Varecia_variegata,0.173,[0.00-0.14],[0.13-0.31]
Trachypithecus_cristatus,Varecia_variegata,0.175,[0.00-0.13],[0.13-0.31]
Trachypithecus_francoisi,Varecia_variegata,0.077,[0.04-0.27],[0.13-0.31]
Varecia_rubra,Varecia_variegata,0.024,[0.10-0.29],[0.13-0.31]
Varecia_variegata,Varecia_variegata,0,[0.13-0.31],[0.13-0.31]
